-1.56189,55.14122,"S","[10388]"
-1.41922,54.88797,"O","[10389]"
-1.41914,54.88836,"S","[10390]"
-1.41292,54.90383,"O","[10391]"
-0.39308,51.59864,"[10393]","[10393]"
-4.15028,50.41231,"E","[10395]"
-4.07294,50.39050,"W, also speed (?)","[10396-]"
-3.11631,51.51939,"N","[10401]"
-3.00872,51.60592,"S","[10402]"
-2.94425,53.50636,"N","[10403]"
-2.27883,53.48144,"N","[10406]"
-2.25947,53.42053,"S","[10407]"
-2.34314,53.58131,"O","[10408]"
-4.15586,55.86217,"W","[10409]"
-3.32103,55.96739,"SO","[10410-]"
-3.30064,55.96039,"W","[10412]"
-3.25842,55.96092,"E","[10413]"
-1.37564,50.94247,"S","[10414]"
-0.53894,50.84306,"W","[10417]"
-0.36422,50.83436,"W","[10418]"
-0.33644,50.83761,"O, also speed (?)","[10419]"
-0.63403,51.51997,"W","[10421]"
-0.62511,51.51614,"O","[10422]"
-1.96611,52.77889,"[10423]","[10423]"
-0.43014,51.42064,"O, speed (?)","[10424]"
-0.47122,51.53717,"N","[10425]"
-0.44739,51.53000,"N","[10427]"
-0.43531,51.52547,"O","[10428]"
-0.42228,51.52303,"O","[10429]"
-0.42144,51.52264,"W","[10430]"
-0.41692,51.52097,"W","[10431]"
-0.38450,51.47642,"O","[10432]"
-0.27703,51.37558,"N","[10433]"
-0.37303,51.47792,"O","[10434]"
-0.37258,51.47786,"W","[10435]"
-0.36483,51.47900,"W","[10436]"
-0.31386,51.48811,"NO","[10438]"
-0.26747,51.48772,"[10439]","[10439]"
-0.31208,51.54833,"S","[10443]"
-0.29183,51.52947,"[10445]","[10445]"
-0.26058,51.55181,"[10447]","[10447]"
-0.55861,51.58328,"SO","[10448]"
-0.55819,51.58297,"NW","[10449]"
-0.46031,51.89242,"O","[10451]"
-1.91211,52.47128,"SO","[10452]"
-1.91139,52.47086,"NW","[10453-]"
-1.89169,52.46453,"NW","[10454]"
-1.76317,52.45136,"W","[10455]"
-2.10136,52.55514,"SO","[10456]"
-2.10056,52.55467,"NW","[10457]"
-2.09106,52.54303,"N","[10459]"
-2.08900,52.53961,"N","[10460]"
-2.08900,52.53992,"S","[10461]"
-2.08614,52.53167,"S","[10462]"
-2.08617,52.53125,"N","[10463]"
-2.05519,52.51194,"W","[10465]"
-2.03308,52.50325,"SO","[10466]"
-1.48594,52.39064,"O","[10469]"
-1.46075,52.41689,"NO","[10470]"
-2.22656,53.39164,"N","[10473]"
-2.22642,53.39217,"S","[10474]"
-2.14933,53.40819,"N","[10475]"
-2.24417,53.43967,"N","[10476]"
-2.24433,53.44281,"N","[10477]"
-1.26367,53.42361,"W","[10478]"
-1.49714,53.80144,"W","[10479]"
-1.22561,52.93783,"W","[10480]"
-1.18522,52.97283,"S","[10481]"
-0.24333,50.84108,"W","[10482]"
-0.21742,50.83861,"O","[10484]"
-0.20397,50.83797,"W","[10485]"
-0.10278,50.85733,"W","[10486]"
0.25689,50.78917,"[10489]","[10489]"
-0.25311,51.36078,"SO","[10490]"
-0.21300,51.35853,"N","[10491]"
-0.21303,51.35892,"S","[10492]"
-0.20878,51.37136,"N","[10493]"
-0.20153,51.37833,"N","[10494]"
-0.20064,51.37886,"S","[10495]"
-0.23486,51.44436,"O","[10496]"
-0.21394,51.49083,"O","[10497]"
-0.24864,51.51386,"W","[10498]"
-0.24619,51.51408,"O","[10499]"
0.05211,51.36650,"NW","[10500]"
0.05300,51.36622,"O","[10501]"
0.05339,51.36592,"W","[10502]"
0.06389,51.43464,"W","[10503]"
0.02308,51.44825,"W","[10505]"
-0.23119,51.58628,"[10507]","[10507]"
-0.22711,51.58247,"N","[10508]"
-0.22722,51.58308,"[10509]","[10509]"
-0.21167,51.58128,"SW","[10510]"
0.65158,51.56347,"W","[10513]"
0.66553,51.56292,"O","[10514]"
0.69597,51.55847,"NW","[10515]"
-1.11981,52.96239,"corner Cardale Road, SW","[10516]"
-0.24639,54.06750,"before the level crossing","[10517]"
-2.97750,53.25989,"N","[10519]"
-2.82425,53.26825,"O","[10520]"
-2.52675,53.58122,"SW","[10523]"
-2.35642,53.50878,"O","[10525]"
-2.34356,53.50472,"W","[10526]"
-4.16011,55.85147,"W, eingepackt","[10528-]"
-3.34997,55.97964,"SO","[10529]"
-1.18236,51.76281,"east-bound","[10530]"
-0.44100,51.42206,"O","[10532]"
-0.47706,51.48181,"O","[10533]"
-0.40803,51.48431,"S","[10535]"
-0.22889,51.40700,"W","[10536]"
-0.23436,51.59267,"N","[10537]"
0.11703,51.58247,"[10538]","[10538]"
0.14072,51.58108,"[10539]","[10539]"
0.24428,51.60236,"[10540]","[10540]"
0.44567,51.57958,"O","[10541]"
-1.23917,54.64778,"W","[10542]"
-2.53703,53.47167,"O","[10543]"
-2.42425,53.50611,"O","[10544]"
-2.42347,53.50611,"W","[10545]"
-2.39264,53.51181,"O","[10547]"
-2.39161,53.51192,"W","[10548]"
-1.96467,51.87622,"S","[10549]"
-1.32292,51.82903,"S","[10550]"
-0.68425,51.36122,"Southbound towards M3","[10552]"
-0.18142,51.45811,"W","[10553]"
-1.38106,54.89803,"N","[10555]"
-3.54908,50.47753,"[10559]","[10559]"
-3.54636,50.47339,"S","[10560]"
-3.54008,50.46125,"S","[10561]"
-4.13375,51.68239,"N","[10562]"
-3.97742,51.64114,"O","[10563]"
-3.97678,51.64064,"W","[10564]"
-3.97686,51.64108,"S","[10565]"
-3.94289,51.62936,"O","[10567]"
-3.56303,51.49681,"O","[10571]"
-3.56264,51.49647,"W","[10572]"
-3.24744,51.47625,"O","[10573]"
-2.42578,50.71639,"W","[10578]"
-3.18861,51.48150,"W","[10579]"
-3.18267,51.48961,"[10581]","[10581]"
-3.18053,51.48394,"[10583]","[10583]"
-3.23019,51.52453,"S","[10586]"
-3.22986,51.52389,"W","[10587]"
-3.20944,51.51353,"O","[10588]"
-3.20903,51.51322,"W","[10589]"
-3.20744,51.49958,"N","[10590]"
-3.16733,51.47942,"N","[10592]"
-3.16647,51.48072,"N","[10593]"
-3.16669,51.48164,"S","[10594]"
-2.74247,51.12994,"[10595]","[10595]"
-2.62464,51.47453,"O","[10596]"
-2.61972,51.49692,"N","[10597]"
-2.61431,51.42883,"N","[10598]"
-2.58117,51.42117,"O","[10599-]"
-2.57983,51.42147,"W","[10600]"
-2.56342,51.42617,"S","[10601]"
-2.60867,51.46006,"S","[10606]"
-2.60864,51.52761,"S","[10607]"
-2.93889,53.42306,"O","[10610]"
-2.58192,51.46050,"W","[10611]"
-2.57219,51.51517,"S","[10613]"
-2.57094,51.46278,"N","[10614]"
-2.57119,51.46350,"S","[10615]"
-2.56344,51.50789,"W","[10616]"
-2.55131,51.45964,"W","[10617]"
-2.54419,51.50481,"W","[10618]"
-2.51414,51.46697,"W","[10619]"
-2.38086,51.38208,"W, inactive (?)","[10621-]"
-2.64750,51.56503,"S","[10623]"
-2.25703,51.83792,"O","[10624]"
-3.04761,53.37342,"O","[10625]"
-3.03983,53.39656,"[10626]","[10626]"
-3.03767,53.39881,"[10627]","[10627]"
-2.12578,53.22256,"S","[10628]"
-2.98733,53.34842,"N","[10630]"
-2.97925,53.33667,"N","[10631]"
-2.97400,53.33117,"S","[10632]"
-2.95000,53.38925,"O","[10633]"
-2.87994,53.21975,"W","[10634]"
-3.01967,53.47022,"S","[10635]"
-3.01950,53.46981,"N","[10636]"
-2.99344,53.63992,"SO","[10637]"
-2.99275,53.63969,"NW","[10638]"
-2.98947,53.44564,"O","[10639]"
-2.98872,53.44569,"W","[10640]"
-2.98358,53.43036,"[10642]","[10642]"
-2.91792,53.42697,"S","[10644]"
-2.84994,53.42411,"N","[10645]"
-2.79669,53.42653,"junction with St James Road, SE","[10646]"
-2.31764,53.39267,"O","[10648]"
-2.71994,53.47272,"O","[10649]"
-2.71906,53.47261,"W","[10650]"
-2.36739,53.47744,"W","[10651]"
-4.61011,55.46878,"O","[10652-]"
-4.34072,55.87667,"O","[10654-]"
-2.08503,50.71939,"N","[10657]"
-1.98553,50.74403,"N","[10658]"
-1.98433,50.72042,"N","[10659]"
-1.97806,50.73294,"S","[10660]"
-1.93783,50.72225,"W","[10662]"
-1.88197,50.78144,"O","[10663]"
-1.88172,50.78128,"N","[10664]"
-1.88169,50.78161,"S","[10665]"
-1.87414,50.73178,"[10666]","[10666]"
-1.86775,50.73008,"W","[10667]"
-1.86450,50.73722,"S","[10668]"
-1.85494,50.73664,"O","[10669]"
-1.82164,50.74531,"O","[10670]"
-1.82075,50.74481,"W","[10671]"
-1.47272,50.92178,"W","[10672]"
-1.44353,50.91350,"O","[10673]"
-1.41944,50.90694,"O","[10674]"
-1.41889,50.90667,"W","[10675]"
-1.40389,50.91886,"S","[10676]"
-1.39503,50.90778,"W","[10677]"
-2.24233,51.85853,"S","[10681]"
-2.24122,51.86722,"[10682]","[10682]"
-2.23947,51.86514,"[10683]","[10683]"
-2.22439,51.85400,"N","[10684]"
-2.21767,51.86564,"W","[10685]"
-2.19772,51.86608,"O","[10687]"
-2.09542,51.89397,"W","[10688]"
-2.09169,51.89353,"W","[10689]"
-2.09178,51.90183,"S","[10690]"
-2.08661,51.88447,"[10691]","[10691]"
-2.08336,51.89214,"O","[10692]"
-2.07636,51.89286,"N","[10693]"
-2.07289,51.90256,"O","[10694]"
-2.06919,51.89664,"S","[10696]"
-2.05981,51.89033,"W","[10697]"
-2.10378,51.91597,"NW","[10698]"
-1.96797,51.72153,"N","[10699]"
-1.32283,51.82858,"N","[10702]"
-0.89697,51.43597,"S","[10705]"
-0.89711,51.43653,"N","[10706]"
-0.78586,51.34492,"N","[10707]"
-0.78536,51.34525,"S","[10708]"
-0.61575,51.52519,"S","[10709]"
-0.48236,51.53786,"N","[10710]"
-0.42247,51.46664,"O","[10711]"
-0.33928,51.37397,"O","[10712]"
-0.31825,51.34106,"N","[10713]"
-0.31786,51.34172,"S","[10714]"
-0.34692,51.48175,"W","[10715]"
-0.49919,51.88867,"[10716]","[10716]"
-0.45228,51.89208,"W","[10718]"
-0.41314,51.66933,"[10719]","[10719]"
-0.40022,51.63961,"SW","[10720-]"
-0.37900,51.67636,"SO","[10722]"
-0.36397,51.59078,"S","[10723]"
-0.29906,51.64358,"S","[10724]"
-0.27439,51.62150,"O","[10725]"
-0.27383,51.62147,"W","[10726]"
-2.22158,52.19422,"N","[10727]"
-2.16169,52.48111,"S","[10728]"
-1.99764,52.47142,"NW","[10734]"
-1.83283,52.46314,"W","[10735]"
-1.82422,52.46258,"O","[10736]"
-1.76408,52.45156,"O","[10737]"
-1.75364,52.44733,"O","[10738]"
-2.16997,52.50411,"[10739]","[10739]"
-1.98647,52.51419,"NW","[10740]"
-1.53997,52.29169,"[10743]","[10743]"
-1.53983,52.29183,"W","[10744]"
-1.53592,52.29797,"O","[10746]"
-1.53575,52.29842,"S","[10747]"
-1.53417,52.28389,"N","[10748]"
-1.71922,52.51531,"SO","[10749]"
-1.48408,52.92408,"S, perhaps inactive","[10750]"
-2.23447,53.26417,"S","[10751]"
-2.20636,53.16281,"SO","[10752]"
-2.12814,53.26139,"N","[10753]"
-2.12175,53.25444,"N","[10754]"
-2.19208,53.54922,"W","[10755]"
-2.18594,53.56325,"S","[10756]"
-2.09778,53.54417,"NO","[10759]"
-2.07578,53.46311,"S","[10760]"
-2.07533,53.46267,"N","[10761]"
-1.78772,53.64678,"[10762]","[10762]"
-1.78633,53.63944,"S","[10763]"
-1.78461,53.65144,"NO","[10764]"
-1.77611,53.65439,"N","[10765]"
-1.76558,53.80700,"SO","[10766]"
-1.75928,53.66147,"[10768]","[10768]"
-1.48889,53.35072,"N","[10769]"
-1.48422,53.38000,"[10770]","[10770]"
-1.46928,53.36589,"[10771]","[10771]"
-1.44889,53.39078,"[10773]","[10773]"
-1.43617,53.40031,"[10774]","[10774]"
-1.41800,53.37264,"[10775]","[10775]"
-1.74394,53.79322,"O","[10776]"
-1.74283,53.79306,"W","[10777]"
-2.95092,53.37964,"NW","[10778]"
-1.63594,53.68961,"O","[10779-]"
-1.63544,53.71719,"SO","[10780]"
-1.63444,53.68933,"W","[10781]"
-1.53467,53.81089,"S","[10783]"
-1.51761,53.81872,"NO","[10784]"
-1.51744,53.81892,"SO","[10785]"
-1.49253,53.42358,"[10786]","[10786]"
-1.38175,53.43236,"S","[10787]"
-1.68672,53.71053,"[10788]","[10788]"
-1.34539,53.43689,"O","[10789]"
-1.34381,53.45242,"[10790]","[10790]"
-1.26447,53.42356,"O","[10791]"
-1.48317,53.65819,"N","[10792]"
-0.90017,52.23950,"S","[10794]"
-0.89517,52.21414,"N","[10795-]"
-0.89292,52.21503,"S","[10796-]"
-1.24178,52.66844,"SO","[10797]"
-1.18492,52.59642,"S","[10798]"
-1.18378,52.59514,"N","[10799]"
-1.15867,52.59603,"W","[10800]"
-1.14706,52.66656,"W","[10802]"
-1.14083,52.64453,"N","[10803]"
-1.10811,52.66719,"N","[10804]"
-1.09206,52.64219,"O","[10805]"
-1.08492,52.60175,"SO","[10806]"
-1.24414,52.90411,"O","[10807]"
-1.20978,52.92278,"SW","[10808]"
-1.13481,52.93758,"SW","[10811]"
-1.11617,52.95089,"NW, Eisenbahn","[10812]"
-1.03261,52.94369,"SW","[10813]"
-0.47508,52.13928,"N","[10814]"
-0.44303,52.14039,"W","[10815]"
-1.22258,52.99058,"SW","[10816]"
-1.22186,52.99025,"NW","[10817]"
-1.17650,52.96014,"N","[10818]"
-1.17547,52.95567,"W","[10819]"
-1.17028,52.96133,"NW","[10820]"
-1.15706,52.97933,"N","[10823]"
-1.14842,52.96017,"SO","[10824]"
-1.13908,52.95333,"SO","[10825]"
-1.21742,53.15708,"SO","[10826]"
-1.21325,53.10611,"NE","[10827]"
-1.19481,53.12958,"N","[10828]"
-1.18964,53.15886,"SW","[10829]"
-1.08025,52.95839,"O","[10830]"
-1.22114,53.34911,"W","[10832]"
-1.22567,53.42242,"O","[10833]"
-1.18272,53.49775,"NO","[10834]"
-1.16275,53.50261,"NO","[10835]"
-1.15614,53.50439,"N","[10836]"
-1.15075,53.50694,"NO","[10837]"
-1.14844,53.50789,"SW","[10839]"
-1.14161,53.51253,"SW","[10840]"
-0.63917,53.59247,"Bahnübergang, bs","[10843]"
-0.18650,51.12942,"N","[10844]"
-0.18603,51.13097,"S","[10845]"
-0.15392,51.29328,"S","[10847-]"
-0.20831,51.37153,"S","[10848]"
-0.18878,51.38950,"N","[10849]"
-0.16850,51.40108,"S","[10850]"
-0.15400,51.36753,"S","[10851]"
-0.15372,51.36725,"N","[10852]"
-0.24358,51.45397,"N","[10854]"
0.45528,51.57167,"corner Great Oaks, W","[10855]"
-0.20728,51.45528,"W","[10856]"
-0.20747,51.55039,"S","[10857]"
-0.18453,51.46278,"S","[10858]"
-0.17422,51.45036,"S","[10860]"
-0.18231,51.51747,"O","[10863]"
-0.18192,51.51742,"N","[10864]"
-0.17044,51.52022,"SO","[10865]"
-0.18922,51.55319,"S","[10866]"
-0.18789,51.53339,"NO","[10867]"
-0.18164,51.52858,"S","[10868]"
-0.15886,51.52056,"W","[10870]"
-0.14294,51.51758,"S","[10874]"
-0.11842,51.36864,"S","[10876]"
-0.11778,51.33847,"NW,","[10877]"
-0.11692,51.33853,"N","[10878]"
-0.10703,51.37272,"N","[10879]"
-0.09625,51.36736,"S","[10880]"
-0.13347,51.42758,"N","[10881]"
-0.13103,51.42772,"S","[10883]"
-0.09056,51.43611,"O","[10886-]"
-0.04561,51.37542,"O","[10888]"
-0.01753,51.43336,"S","[10890]"
-0.01744,51.43294,"N","[10891]"
-0.13158,51.44769,"W","[10892]"
-0.12669,51.43842,"N","[10893]"
-0.12992,51.48889,"SO","[10894]"
-0.11244,51.47656,"N","[10895]"
-0.11233,51.47694,"S","[10896]"
-0.08719,51.45322,"W","[10897-]"
